"latitude (UTM)", "longitude (UTM)", "total area (m*m)", "mounded area (m*m)", "total volume (m*m*m)", "volume mound (m*m*m)", "max elevation mound (m)"
4085438.3, 702898.19, 123325, 4675, 76620, 11524.5, 2.47
4051035.8, 702900.67, 31250, 0, 0, NA, NA
4047220.8, 702930.24, 144225, 17300, 59197.5, 64122.5, 3.71
4071763.4, 702950.5, 56075, 75, 0, 104.5775, 1.39
4075185.9, 702950.66, 47275, 0, 0, NA, NA
4096253.5, 702960.94, 117775, 5050, 38715, 10130.5, 2.01
4099104.5, 702973.32, 90050, 7625, 6064.5, 17336, 2.27
4090627.6, 702974.2, 47275, 8050, 31915, 11030.75, 1.37
4061403.5, 702975.69, 87925, 0, 0, NA, NA
4079055.8, 702980.18, 33525, 0, 0, NA, NA
4074063.3, 703022.67, 66475, 3150, 209.645, 5126.5, 1.63
4080785.7, 703055.54, 103775, 10775, 49687.5, 25797.5, 2.39
4061755.8, 703065.46, 87275, 7250, 73395, 34035, 4.69
4073250.8, 703120.19, 95300, 5675, 0, 13897.75, 2.45
4066615.8, 703123.04, 158550, 22650, 0, 45385, 2
4087597.1, 703153.57, 100825, 13550, 50675, 31770, 2.34
4105097.8, 703158.32, 18600, 0, 9929.75, NA, NA
4075285.8, 703165.46, 64500, 2875, 33670, 4852.25, 1.69
4096544, 703187.27, 51275, 7975, 44000, 24186.5, 3.03
4053850.8, 703195.25, 277675, 34500, 59222.5, 122097.5, 3.53
4067343.3, 703219.95, 281925, 9800, 0, 37925, 3.87
4067378.2, 703223.19, 281925, 9800, 0, 38265, 3.9
4079893.3, 703239.95, 147550, 18700, 40525, 38635, 2.07
4118508.3, 703269.95, 5800, 0, 7558.5, NA, NA
4079913.3, 703277.72, 147550, 12575, 44357.5, 28025, 2.23
4065393, 703287.65, 105075, 0, 7792.25, NA, NA
4074770.8, 703297.96, 48125, 700, 8998, 1336.475, 1.91
4069024, 703337.31, 352750, 80750, 295350, 252975, 3.13
4094473.3, 703346.42, 52975, 4200, 30292.5, 7447.25, 1.77
4047625.8, 703347.67, 205450, 19000, 0, 48685, 2.56
4056320.8, 703360.26, 411300, 81500, 350075, 352650, 4.33
4076080.8, 703375.45, 202850, 53250, 140785, 92170, 1.73
4054830.8, 703382.57, 64175, 0, 0, NA, NA
4092649.1, 703382.62, 19225, 0, 0, NA, NA
4062398.3, 703392.45, 46875, 0, 4436.75, NA, NA
4060313.3, 703407.73, 72375, 10075, 27380, 30080, 2.99
4048300.8, 703410.45, 31250, 0, 3363.75, NA, NA
4093541.9, 703452.76, 49075, 14025, 45962.5, 33492.5, 2.39
4098754.6, 703477.04, 27625, 0, 5607.5, NA, NA
4074620.8, 703477.69, 36975, 0, 0, NA, NA
4071225.8, 703512.91, 155600, 475, 64062.5, 949.875, 2
4080463.3, 703532.57, 36375, 0, 0, NA, NA
4102237.3, 703536.75, 142375, 4275, 30695, 7365.75, 1.72
4051168.3, 703565.14, 89200, 0, 34052.5, NA, NA
4089848.4, 703575.42, 561600, 26750, 40682.5, 53247.5, 2
4055115.8, 703590.03, 32675, 0, 0, NA, NA
4098040.8, 703600.93, 50450, 13625, 26200, 19745.5, 1.45
4076786.1, 703605.08, 259525, 49500, 155687.5, 110647.5, 2.24
4073971.8, 703658.64, 383675, 100500, 281550, 271700, 2.7
4073525.9, 703662.96, 85250, 0, 0, NA, NA
4081278.3, 703690.05, 38200, 0, 0, NA, NA
4052490.8, 703720.36, 51475, 175, 0, 366.95, 2.1
4056743.3, 703747.65, 68200, 125, 68487.5, 290.675, 2.33
4051955.8, 703762.57, 17675, 425, 11054.5, 851.4, 2
4057640.9, 703762.69, 112250, 0, 0, NA, NA
4074458.4, 703767.69, 51425, 3800, 27080, 7368.75, 1.94
4060888.3, 703775.62, 92825, 13950, 66535, 33975, 2.44
4083515.9, 703780.53, 319050, 36000, 116992.5, 79877.5, 2.22
4098133.3, 703782.73, 29550, 0, 0, NA, NA
4060540.8, 703783.03, 108325, 4675, 0, 7186, 1.54
4099572, 703784.64, 76950, 10775, 28262.5, 24323.5, 2.26
4118428.3, 703784.95, 6900, 175, 0, 1649.125, 9.42
4093883.3, 703789.95, 21025, 0, 6476, NA, NA
4053608.4, 703830.23, 103550, 15075, 45310, 39012.5, 2.59
4074588.3, 703874.95, 32750, 0, 0, NA, NA
4092008.7, 703891.74, 151425, 26000, 244762.5, 102965, 3.95
4071983.3, 703892.53, 29250, 0, 0, NA, NA
4105822, 703911.47, 66950, 11350, 19239, 24065.25, 2.12
4073125.8, 703925.48, 56825, 275, 2635.75, 461.175, 1.68
4058170.9, 703965.12, 83025, 0, 0, NA, NA
4074773.4, 703997.69, 80875, 0, 0, NA, NA
4095399.9, 704002.95, 66550, 7525, 11004, 11458.5, 1.52
4074373.4, 704003.19, 88275, 1900, 0, 3383.5, 1.78
4101361.9, 704053.55, 187025, 15450, 63760, 33482.5, 2.17
4067310.8, 704055.56, 11050, 1675, 670.975, 1789.925, 1.07
4056030.8, 704084.95, 21575, 6375, 6611.25, 9897.25, 1.55
4064293.9, 704085.44, 204975, 49000, 176682.5, 130617.5, 2.67
4080675.8, 704095.54, 73425, 4225, 19093.75, 10145, 2.4
4092477.6, 704117.38, 352000, 36250, 0, 119000, 3.29
4051848.3, 704155.59, 18975, 2325, 9894, 7476.25, 3.22
4060273.3, 704235.43, 25800, 0, 0, NA, NA
4049570.8, 704245.27, 138775, 6725, 0, 30555, 4.54
4079500.9, 704260.51, 140075, 18775, 32427.5, 35607.5, 1.9
4056623.3, 704275.39, 26875, 0, 0, NA, NA
4094401.2, 704279.32, 158100, 49750, 169440, 142410, 2.87
4071443.3, 704279.95, 20275, 0, 4967, NA, NA
4091211.6, 704282.34, 136125, 38000, 155647.5, 106877.5, 2.82
4097105.8, 704290.25, 52350, 0, 0, NA, NA
4098395.8, 704308.64, 182350, 20550, 96122.5, 63792.5, 3.1
4060815.8, 704372.95, 21100, 0, 13193, NA, NA
4073923.3, 704384.95, 7100, 3025, 4095, 4049.25, 1.34
4088610.8, 704390.36, 406075, 42500, 139607.5, 125710, 2.97
4063315.9, 704393, 204500, 16600, 53280, 56022.5, 3.37
4072345.8, 704442.78, 17900, 0, 0, NA, NA
4092244.2, 704445.75, 32750, 0, 18008.75, NA, NA
4074168.3, 704454.95, 4200, 0, 0, NA, NA
4050975.8, 704482.74, 75050, 6125, 0, 10436.75, 1.7
4052425.8, 704487.77, 220050, 10500, 0, 37215, 3.54
4086433.9, 704488.95, 233700, 16900, 29315, 59860, 3.54
4075295.8, 704510.3, 437025, 163000, 563675, 452875, 2.78
4049923.3, 704540.28, 20600, 6450, 11594.25, 12864.5, 1.99
4092055.8, 704570.49, 9150, 1275, 7282.25, 1890.95, 1.48
4086785.8, 704603.08, 106500, 7225, 0, 21005.25, 2.91
4053148.3, 704628.13, 35975, 6825, 6976.25, 18314, 2.68
4071793.4, 704642.85, 82625, 0, 3159.5, NA, NA
4055620.9, 704665.41, 337425, 57250, 96367.5, 142827.5, 2.49
4070481, 704682.89, 96950, 0, 0, NA, NA
4082563.3, 704695.4, 18850, 9800, 9309.25, 10047.25, 1.03
4063135.8, 704777.89, 74575, 0, 0, NA, NA
4098987.9, 704778.34, 121200, 45250, 161922.5, 142615, 3.15
4078243.4, 704805.24, 681700, 20225, 0, 51820, 2.56
4074898.3, 704810.31, 74750, 0, 0, NA, NA
4072955.8, 704812.8, 180650, 45000, 143920, 126815, 2.82
4060953.4, 704815.23, 96650, 12950, 24534, 18468.75, 1.43
4077393.3, 704822.71, 295925, 29500, 81402.5, 85795, 2.9
4058372.5, 704858.38, 126875, 0, 0, NA, NA
4083080.8, 704877.6, 41850, 525, 0, 742, 1.41
4068120.8, 704905.16, 33775, 225, 0, 314.1, 1.4
4085053.5, 704929.7, 659575, 156250, 633375, 472075, 3.02
4097043.3, 704954.95, 15450, 0, 0, NA, NA
4063480.8, 704957.88, 67450, 0, 10206.5, NA, NA
4085643.3, 704967.85, 74150, 0, 0, NA, NA
4086430.9, 704980.35, 80975, 8525, 29410, 22821.75, 2.68
4067235.9, 704987.69, 65925, 5275, 19755.25, 10172.25, 1.93
4106741.9, 705004.11, 66600, 0, 0, NA, NA
4053070.9, 705007.95, 47975, 5450, 0, 7649.25, 1.4
4082510.8, 705037.73, 35675, 5000, 14616.75, 7170, 1.43
4105906.4, 705066.94, 26450, 4550, 15971.5, 9842.75, 2.16
4083060.8, 705067.82, 46275, 0, 0, NA, NA
4081863.3, 705070.27, 430550, 10475, 0, 28635, 2.73
4059865.8, 705090.1, 59625, 6550, 50955, 15925.5, 2.43
4051005.8, 705090.55, 122875, 6975, 0, 18983, 2.72
4096477.9, 705127.97, 115975, 29750, 132432.5, 93655, 3.14
4107726.1, 705145.64, 240975, 95250, 876675, 884775, 9.28
4075125.8, 705155.47, 132225, 7725, 6562.5, 16661.5, 2.16
4073335.8, 705157.99, 118375, 16075, 38830, 35452.5, 2.21
4086940.8, 705185.87, 22475, 0, 0, NA, NA
4123598.3, 705189.95, 7500, 0, 838.35, NA, NA
4072568.3, 705193.01, 44325, 50, 30710, 104.285, 2.09
4068683.3, 705220.17, 336675, 4350, 122467.5, 10106.5, 2.32
4047588.3, 705250.38, 182650, 21125, 0, 76605, 3.63
4080478.4, 705252.61, 360875, 26000, 67442.5, 127802.5, 4.9
4087533.3, 705262.73, 60100, 7225, 28375, 11431, 1.58
4076394.6, 705269.87, 169525, 27500, 46235, 54860, 1.99
4096808.3, 705309.95, 9650, 0, 0, NA, NA
4070750.8, 705310.1, 182100, 13025, 21520, 26280, 2.02
4095905.2, 705312.11, 160950, 20125, 145182.5, 72812.5, 3.62
4066640.9, 705320.32, 98425, 2275, 25835, 3558.75, 1.56
4055078.3, 705332.45, 62500, 0, 1401.15, NA, NA
4050098.3, 705400.66, 22300, 0, 0, NA, NA
4065660.8, 705402.61, 144675, 0, 0, NA, NA
4089603.4, 705420.28, 177425, 1450, 15227.25, 3822.25, 2.64
4052745.8, 705434.95, 47750, 825, 11217, 1575.875, 1.91
4055415.8, 705438.19, 9525, 4125, 6812, 5573.75, 1.35
4065155.9, 705442.87, 225825, 61500, 420975, 405050, 6.59
4083105.8, 705455.08, 159125, 46250, 185877.5, 178517.5, 3.85
4120053.3, 705467.86, 106750, 0, 0, NA, NA
4066210.8, 705470.52, 187000, 57500, 164175, 137427.5, 2.39
4057288.3, 705485.24, 250900, 8125, 0, 27527.5, 3.39
4089898.4, 705510.27, 92950, 0, 0, NA, NA
4051455.8, 705517.85, 36300, 375, 163.22, 754.925, 2.01
4056605.8, 705533.03, 71250, 1125, 0, 1980.95, 1.76
4048528.3, 705540.61, 79875, 0, 19403, NA, NA
4120528.3, 705545.15, 128925, 0, 0, NA, NA
4050013.3, 705547.79, 55250, 8975, 29175, 13156.5, 1.47
4089255.8, 705552.69, 39700, 175, 6110.25, 262.65, 1.5
4064235.8, 705568.01, 128950, 2475, 0, 6484.5, 2.62
4100378.6, 705606.55, 68975, 6550, 26965, 13266.25, 2.03
4075030.9, 705610.52, 127600, 0, 9992.75, NA, NA
4067258.3, 705647.93, 42825, 5375, 16620.75, 9550.5, 1.78
4073730.8, 705672.45, 67675, 6525, 22466.25, 18429, 2.82
4076551.1, 705678.13, 118300, 0, 6227.75, NA, NA
4090228.3, 705680, 55250, 175, 0, 467.1, 2.67
4087383.4, 705697.61, 73000, 3475, 63135, 7008.75, 2.02
4058428.3, 705715.05, 66950, 6725, 25370, 12413.75, 1.85
4060133.3, 705717.66, 49925, 0, 10257, NA, NA
4055018.3, 705720.5, 49225, 0, 0, NA, NA
4088398.4, 705726.84, 230075, 400, 0, 931.325, 2.33
4055775.8, 705738.03, 55475, 0, 0, NA, NA
4105247, 705740.33, 97100, 10550, 18425.25, 16862.5, 1.6
4078023.3, 705740.42, 77550, 6825, 56417.5, 15289.5, 2.24
4089843.3, 705772.68, 111250, 75, 0, 170.045, 2.27
4083060.8, 705802.58, 97150, 5825, 0, 12708.5, 2.18
4045848.4, 705840.37, 102600, 0, 0, NA, NA
4052680.8, 705880.61, 4425, 0, 0, NA, NA
4061268.3, 705885.54, 94675, 0, 8695, NA, NA
4056138.3, 705897.64, 102750, 0, 15734.25, NA, NA
4078268.4, 705907.76, 189375, 0, 0, NA, NA
4086813.3, 705950.21, 43050, 1775, 521.95, 3241.75, 1.83
4051878.3, 705997.84, 85925, 9200, 0, 23110, 2.51
4072185.8, 706045.61, 32975, 0, 0, NA, NA
4091266.5, 706094.02, 248425, 24475, 0, 71722.5, 2.93
4097735.6, 706104.57, 28650, 0, 0, NA, NA
4087291, 706107.92, 109350, 2000, 37432.5, 4246.5, 2.12
4050928.3, 706115.66, 10325, 0, 3518, NA, NA
4098233.3, 706169.95, 8575, 300, 3795.5, 552.675, 1.84
4103959.9, 706179.38, 73925, 14475, 91540, 44200, 3.05
4094778.3, 706180.12, 148175, 575, 0, 1283.7, 2.23
4063923.3, 706237.74, 27950, 0, 0, NA, NA
4083108.4, 706237.99, 148825, 0, 0, NA, NA
4058615.8, 706262.84, 62225, 10900, 62435, 29912.5, 2.74
4062750.8, 706275.19, 83725, 3875, 0, 8303.5, 2.14
4054743.3, 706278.37, 28525, 175, 13088.25, 282.9, 1.62
4121783.7, 706302.77, 93900, 0, 116372.5, NA, NA
4049335.8, 706305.55, 90750, 5050, 17855.25, 13070.5, 2.59
4059515.8, 706327.79, 25125, 0, 0, NA, NA
4050095.7, 706330.33, 22325, 0, 0, NA, NA
4057785.8, 706343.01, 58850, 8475, 25250, 14785.5, 1.74
4060848.3, 706343.15, 72475, 6725, 17437.5, 14481, 2.15
4108393.1, 706344.85, 45125, 100, 0, 198.545, 1.99
4057563.3, 706358.06, 40025, 1575, 16992.25, 2658.75, 1.69
4086005.1, 706375.13, 136150, 16400, 52595, 42097.5, 2.57
4050240.8, 706390.49, 17675, 0, 0, NA, NA
4102977.4, 706410.68, 164450, 9800, 6296.5, 27082.5, 2.76
4078928.3, 706435.86, 95975, 0, 0, NA, NA
4063515.8, 706440.46, 71000, 0, 21424.25, NA, NA
4055133.3, 706460.47, 166475, 15850, 43987.5, 23741.25, 1.5
4071925.8, 706472.95, 68750, 0, 0, NA, NA
4095073.3, 706479.95, 49100, 75, 0, 140.855, 1.88
4072490.8, 706480.41, 115925, 13575, 26035, 27770, 2.05
4097773.1, 706481.26, 44525, 425, 0, 680.5, 1.6
4063018.3, 706485.42, 70425, 3000, 10620.25, 5891.25, 1.96
4084950.5, 706497.27, 359825, 8925, 0, 17897.5, 2.01
4093383.4, 706498, 84175, 0, 0, NA, NA
4057250.9, 706502.91, 97175, 11900, 11752.25, 15126.75, 1.27
4092526.3, 706514.49, 109525, 425, 0, 1098.95, 2.59
4107337, 706526.28, 87000, 6850, 11834.5, 19414.25, 2.83
4092180.8, 706542.26, 26250, 3600, 8307.75, 7269.25, 2.02
4074485.9, 706557.61, 186650, 7100, 57177.5, 15687.5, 2.21
4089235.8, 706575.16, 46950, 0, 7682.75, NA, NA
4068433.3, 706587.89, 50375, 2350, 0, 5636.75, 2.4
4073335.8, 706592.89, 53850, 13525, 35315, 24070, 1.78
4048670.8, 706598.16, 28725, 0, 14469, NA, NA
4068873.5, 706628.02, 117125, 8925, 6639, 30252.5, 3.39
4099338.3, 706640.26, 28575, 100, 0, 137.1575, 1.37
4053228.3, 706647.52, 318325, 50250, 344075, 229240, 4.55
4082853.3, 706662.87, 15775, 3300, 14487.5, 4524.5, 1.37
4086180.8, 706675.3, 91900, 0, 0, NA, NA
4123056.4, 706679, 46250, 175, 192615, 3886, 22.2
4071458.4, 706680.25, 137225, 11800, 83102.5, 29960, 2.54
4051055.9, 706710.09, 233300, 28000, 128310, 93677.5, 3.34
4086605.8, 706715.52, 55925, 0, 0, NA, NA
4086453.3, 706722.74, 29850, 4000, 7691, 5694.75, 1.42
4069905.8, 706728.03, 38375, 3975, 18444.25, 8410.5, 2.12
4083918.3, 706737.58, 17800, 0, 0, NA, NA
4057840.9, 706737.81, 120900, 0, 0, NA, NA
4071218.3, 706759.95, 30975, 200, 0, 336.725, 1.68
4099303.3, 706761.16, 30350, 3400, 6955.5, 4361, 1.28
4089478.2, 706770.55, 78150, 0, 25317.5, NA, NA
4084363.3, 706779.95, 116875, 0, 0, NA, NA
4095625.4, 706808.12, 27100, 0, 0, NA, NA
4092988.3, 706809.95, 25550, 0, 0, NA, NA
4082213.3, 706815.16, 54225, 0, 2342.875, NA, NA
4084305.8, 706822.67, 24100, 0, 10739, NA, NA
4095243.3, 706824.95, 70525, 0, 0, NA, NA
4085223.3, 706833.05, 42625, 0, 0, NA, NA
4094120.3, 706849.04, 361800, 42000, 163872.5, 118407.5, 2.83
4096685, 706856.79, 70925, 19125, 68640, 56585, 2.96
4063503.3, 706870.58, 58975, 0, 11370.5, NA, NA
4060468.4, 706873.02, 111675, 41250, 139612.5, 121617.5, 2.94
4064290.8, 706885.52, 41250, 0, 0, NA, NA
4065150.8, 706897.6, 48050, 0, 2768.25, NA, NA
4058520.8, 706898.17, 17800, 0, 2151.4, NA, NA
4073465.8, 706915.3, 100750, 0, 4997, NA, NA
4080158.3, 706915.5, 95650, 0, 0, NA, NA
4101112, 706919.71, 141525, 42000, 143460, 101807.5, 2.42
4050080.8, 706923, 89500, 0, 0, NA, NA
4047700.8, 706940.93, 25650, 0, 7962, NA, NA
4084083.3, 706947.58, 18125, 800, 635.775, 1385.275, 1.73
4090597.7, 706997.94, 97875, 4625, 0, 12507, 2.7
4084625.8, 706999.95, 25900, 0, 493.775, NA, NA
4085250.8, 707015.1, 39300, 0, 0, NA, NA
4086693.3, 707020, 66525, 0, 0, NA, NA
4097808.3, 707054.95, 8025, 0, 0, NA, NA
4085698.3, 707060.28, 14825, 1625, 7209.75, 2386.225, 1.47
4060968.5, 707065.73, 29175, 0, 84.005, NA, NA
4090285.8, 707072.94, 93575, 25, 18327.75, 65.44, 2.62
4082202.5, 707088.24, 85325, 4675, 18197.25, 9813, 2.1
4059008.3, 707092.84, 193350, 35500, 164165, 85707.5, 2.42
4081013.4, 707107.79, 532975, 48000, 76120, 122412.5, 2.55
4095065.7, 707110.7, 54650, 200, 4142.5, 227.6625, 1.14
4082483.8, 707110.74, 216950, 33500, 106602.5, 73312.5, 2.2
4089215.8, 707127.94, 16675, 1300, 1792.625, 2665.5, 2.05
4099493, 707129.2, 287900, 86500, 409625, 322525, 3.72
4076808.3, 707130.18, 137300, 0, 0, NA, NA
4051985.9, 707132.99, 35800, 5375, 0, 12462, 2.32
4107623.4, 707137.86, 97750, 2650, 29685, 5900.25, 2.23
4087123.3, 707142.73, 235825, 39250, 184912.5, 86785, 2.21
4060258.3, 707147.45, 49975, 850, 0, 2629.25, 3.09
4051083.3, 707160.05, 26675, 0, 11508.75, NA, NA
4085928.3, 707160.83, 43275, 0, 0, NA, NA
4097256.7, 707164.73, 9875, 0, 0, NA, NA
4051495.8, 707185.19, 47450, 0, 8956.25, NA, NA
4091238.3, 707234.95, 6850, 25, 632.825, 35.535, 1.42
4086523.4, 707235.49, 67275, 1150, 0, 1914.225, 1.66
4048420.8, 707240.3, 4675, 0, 0, NA, NA
4072450.8, 707243.27, 46675, 1775, 0, 2748.75, 1.55
4105699, 707254.33, 10225, 725, 4968.5, 1280.275, 1.77
4074603.3, 707295.42, 81075, 0, 0, NA, NA
4049668.3, 707304.95, 19125, 400, 656.125, 691.5, 1.73
4046010.8, 707305.14, 22475, 25, 0, 69.3725, 2.77
4045363.4, 707305.43, 91700, 0, 0, NA, NA
4093360.9, 707307.95, 128450, 4400, 0, 12096.75, 2.75
4086143.3, 707315.71, 30025, 0, 8080.25, NA, NA
4056405.8, 707333.01, 155625, 0, 0, NA, NA
4093050.8, 707335.53, 125850, 2225, 3363, 7907.5, 3.55
4093633.4, 707345.01, 110625, 31000, 60127.5, 64732.5, 2.09
4085765.8, 707362.62, 38025, 0, 4303.25, NA, NA
4096048.2, 707369.49, 30925, 6775, 17573.25, 15460.5, 2.28
4085995.8, 707375.67, 25200, 1775, 5832, 1597.775, 0.9
4092373.3, 707379.95, 23700, 0, 0, NA, NA
4079430.8, 707407.54, 70525, 0, 0, NA, NA
4099130.8, 707420.46, 49150, 1800, 27207.5, 4141.5, 2.3
4055818.3, 707445.11, 156375, 20175, 90070, 46840, 2.32
4082068.3, 707469.95, 750, 0, 0, NA, NA
4085843.5, 707478.13, 26500, 0, 0, NA, NA
4052443.3, 707492.53, 36200, 0, 0, NA, NA
4092363.3, 707504.95, 300, 0, 109.28, NA, NA
4072018.3, 707512.82, 55375, 100, 18790.5, 176.475, 1.76
4072755.9, 707518.36, 29700, 0, 0, NA, NA
4088028.3, 707592.91, 52700, 7500, 21752.5, 12046.25, 1.61
4075635.8, 707595.36, 286125, 40250, 49450, 78702.5, 1.95
4090018, 707597.6, 67625, 5300, 15790.75, 7064.5, 1.33
4092410.3, 707607.55, 13575, 0, 0, NA, NA
4069570.9, 707607.82, 376175, 66000, 245600, 191492.5, 2.91
4073165.8, 707622.72, 63325, 3225, 0, 4647, 1.44
4094043.3, 707633.32, 22250, 0, 1317.5, NA, NA
4063678.3, 707665.55, 51375, 375, 0, 791.65, 2.11
4079095.8, 707667.84, 52925, 2375, 0, 3867.5, 1.63
4083008.3, 707672.45, 20300, 0, 680.8, NA, NA
4094575.8, 707685.17, 28700, 0, 6198, NA, NA
4100070.8, 707692.65, 86625, 150, 0, 331.95, 2.21
4052555.8, 707692.69, 30600, 50, 0, 77.47, 1.55
4085480.8, 707697.45, 21175, 0, 5207.25, NA, NA
4086760.8, 707707.72, 39000, 0, 22421, NA, NA
4091003.3, 707724.95, 27175, 0, 2940.5, NA, NA
4062955.8, 707735.61, 258775, 0, 0, NA, NA
4084700.8, 707752.8, 140225, 0, 0, NA, NA
4094200.8, 707755.36, 45275, 0, 0, NA, NA
4097015.2, 707764.65, 51550, 5025, 32442.5, 10804.5, 2.15
4066753.4, 707772.92, 112625, 7225, 19268.75, 20194.75, 2.8
4088738.3, 707782.68, 28125, 250, 7931.5, 302.05, 1.21
4107462.3, 707784.28, 115675, 39750, 156952.5, 110532.5, 2.78
4103490, 707811.68, 107700, 1650, 68310, 3377.5, 2.05
4072261, 707813.14, 27050, 0, 0, NA, NA
4046815.8, 707814.95, 37675, 1125, 0, 2980.5, 2.65
4099452.1, 707816.84, 48325, 0, 0, NA, NA
4092044.5, 707818.41, 58650, 0, 2824, NA, NA
4105480, 707819.42, 84500, 16950, 110697.5, 51167.5, 3.02
4073223.3, 707840.28, 32550, 0, 3474.5, NA, NA
4093943.3, 707850.22, 67475, 0, 0, NA, NA
4097419.4, 707865.16, 53150, 25, 0, 42.18, 1.69
4089025.8, 707877.71, 29600, 0, 213.1175, NA, NA
4093788.3, 707890.54, 42425, 1075, 1980.35, 2162.925, 2.01
4089170.8, 707892.71, 50975, 1000, 10641.25, 2141.25, 2.14
4050781, 707895.58, 71225, 0, 0, NA, NA
4064758.3, 707897.66, 152100, 42750, 171047.5, 115545, 2.7
4049143.4, 707910.19, 241150, 13275, 151100, 49167.5, 3.7
4109073.3, 707914.95, 6050, 50, 133.37, 78.6925, 1.57
4072830.9, 707917.61, 50000, 0, 0, NA, NA
4102278.3, 707934.95, 7950, 0, 0, NA, NA
4063795.8, 707935.09, 36850, 0, 5071.75, NA, NA
4100253.3, 707944.95, 31450, 975, 0, 1765.525, 1.81
4051503.3, 707950.44, 83325, 0, 0, NA, NA
4053733.3, 707950.52, 105775, 0, 0, NA, NA
4098553.7, 707973.85, 349750, 19475, 147310, 72110, 3.7
4093501, 707979.02, 90550, 20450, 21275, 39857.5, 1.95
4091586.3, 707981.57, 482450, 260000, 1943950, 1835725, 7.03
4100783.3, 707984.95, 7875, 0, 2365.45, NA, NA
4078920.8, 708002.88, 79800, 0, 14205, NA, NA
4083510.8, 708029.95, 30000, 100, 2676, 169.6075, 1.7
4063640.8, 708050.82, 46675, 0, 0, NA, NA
4067513.3, 708052.71, 47625, 4500, 0, 7803, 1.73
4083905.8, 708057.7, 47350, 600, 8019.75, 880.05, 1.47
4107836.5, 708063.1, 37375, 7100, 22515, 15284.75, 2.15
4077877.5, 708073.54, 1726675, 855000, 5406500, 5313250, 6.21
4095908.3, 708079.95, 7300, 175, 2336.65, 328.05, 1.87
4060323.3, 708082.74, 174800, 41500, 154892.5, 122510, 2.96
4052338.3, 708082.94, 49475, 1500, 41022.5, 2801.25, 1.87
4073035.8, 708083.16, 45225, 0, 0, NA, NA
4092183.3, 708114.95, 15800, 0, 4375.5, NA, NA
4068323.3, 708122.79, 31775, 0, 0, NA, NA
4112613.6, 708144.77, 100175, 1600, 0, 67667.5, 42.3
4107888.3, 708144.95, 20900, 600, 14051, 1272.075, 2.12
4082898.3, 708154.95, 14050, 0, 7129, NA, NA
4050955.8, 708165.15, 26050, 0, 0, NA, NA
4099086.8, 708183.04, 30950, 4225, 20731.75, 11042.5, 2.61
4085470.9, 708205.3, 62100, 1275, 1634.225, 2427.45, 1.9
4090973.3, 708244.95, 13125, 100, 433.425, 223.24, 2.23
4083615.8, 708255.35, 8625, 0, 6078.25, NA, NA
4052178.3, 708259.95, 20425, 0, 9255.5, NA, NA
4061305.8, 708270.73, 103825, 27000, 224525, 107692.5, 3.98
4068723.3, 708275.27, 36850, 0, 0, NA, NA
4090534.5, 708280.11, 55725, 9450, 26097.5, 15679.5, 1.66
4064038.3, 708290.68, 44700, 0, 0, NA, NA
4057975.8, 708310.7, 291550, 31250, 7760.5, 91360, 2.92
4083870.3, 708311.21, 150175, 0, 44417.5, NA, NA
4081963.3, 708315.16, 75375, 0, 0, NA, NA
4048363.4, 708315.49, 81825, 12675, 43480, 26332.5, 2.08
4067393.3, 708319.95, 9700, 0, 0, NA, NA
4093025.1, 708322.39, 29975, 0, 0, NA, NA
4092133.3, 708339.95, 32575, 0, 9203.75, NA, NA
4093457.3, 708389.44, 30425, 0, 1347.675, NA, NA
4093350.9, 708403.44, 12300, 0, 0, NA, NA
4093595.2, 708408.69, 41175, 0, 0, NA, NA
4107835.8, 708415.51, 75600, 3875, 7173.25, 5913, 1.53
4096148.3, 708419.95, 29750, 150, 0, 337.075, 2.25
4090704.8, 708422.13, 31800, 2400, 0, 5006.75, 2.09
4070348.4, 708425.47, 364600, 90250, 247880, 244687.5, 2.71
4090185.8, 708428.11, 19175, 8600, 12014.5, 14116.5, 1.64
4071736, 708431.05, 170000, 20325, 96255, 54550, 2.68
4096637.1, 708440.21, 82750, 25, 0, 101.1225, 4.04
4048645.8, 708460.51, 27650, 0, 502.05, NA, NA
4094646.5, 708462.6, 91825, 9800, 53237.5, 22354.25, 2.28
4110057.5, 708479.73, 164100, 2975, 0, 8628.75, 2.9
4097026.1, 708482.08, 168200, 26250, 91277.5, 98685, 3.75
4072518.3, 708502.67, 33950, 2775, 23702.5, 6527, 2.35
4085770.8, 708508.09, 50900, 12125, 39457.5, 26415, 2.18
4101473.6, 708509.59, 126525, 27750, 92790, 79752.5, 2.88
4047520.8, 708512.94, 34275, 1575, 0, 3748, 2.38
4054340.8, 708512.98, 41700, 4825, 0, 9498.25, 1.97
4097573.4, 708513.19, 80500, 0, 0, NA, NA
4097894.6, 708513.78, 129925, 1025, 0, 3148, 3.07
4082863.3, 708523.17, 95950, 0, 0, NA, NA
4095411.6, 708525.76, 132250, 78250, 285225, 255850, 3.27
4052564, 708531.65, 397100, 23225, 0, 65342.5, 2.81
4082675.9, 708532.79, 57575, 0, 12509.5, NA, NA
4051435.8, 708537.95, 46425, 7550, 6118.25, 18057.75, 2.39
4083225.9, 708548.36, 13025, 0, 0, NA, NA
4073660.8, 708552.74, 131000, 15750, 39057.5, 31710, 2.01
4093594.7, 708557.15, 32825, 0, 0, NA, NA
